handle,domain,eligible_for_bounty
truecaller,enterprise-feedback-noneu.truecaller.com,True
truecaller,enterprise-portal-noneu.truecaller.com,True
truecaller,enterprise-reports-noneu.truecaller.com,True
truecaller,enterprise-service-management-noneu.truecaller.com,True
truecaller,enterprise-survey-asia-south1.truecaller.com,True
truecaller,enterprise-survey-noneu.truecaller.com,True
truecaller,enterprise-userfeedback-noneu.truecaller.com,True
truecaller,enterprise-webhooks-noneu.truecaller.com,True
truecaller,feedback-asia-south1.truecaller.com,True
truecaller,filter-store4-asia-south1.truecaller.com,True
truecaller,filter-store4.truecaller.com,True
truecaller,images-asia-south1.truecaller.com,True
truecaller,images.truecaller.com,True
truecaller,insights-categorizer-noneu.truecaller.com,True
truecaller,leadgen-asia-south1.truecaller.com,True
truecaller,messenger-previews-asia-south1.truecaller.com,True
truecaller,messenger-previews-noneu.truecaller.com,True
truecaller,messenger-previews.truecaller.com,True
truecaller,messenger-web-relay-compat-noneu.truecaller.com,True
truecaller,messenger-web-relay-noneu.truecaller.com,True
truecaller,nationalidverification-noneu.truecaller.com,True
truecaller,notifications5-asia-south1.truecaller.com,True
truecaller,notifications5.truecaller.com,True
truecaller,oauth-account-asia-south1.truecaller.com,True
truecaller,oauth-portal-asia-south1.truecaller.com,True
truecaller,oauth-portal-noneu.truecaller.com,True
truecaller,openid-noneu.truecaller.com,True
truecaller,opt-out-noneu.truecaller.com,True
truecaller,otp-callback-noneu.truecaller.com,True
truecaller,outline-asia-south1.truecaller.com,True
truecaller,outline-noneu.truecaller.com,True
truecaller,partner-account-asia-south1.truecaller.com,True
truecaller,partner-account-noneu.truecaller.com,True
truecaller,partners-search.truecaller.com,True
truecaller,phone-gateway-noneu.truecaller.com,True
truecaller,phonebook5-asia-south1.truecaller.com,True
truecaller,phonebook5.truecaller.com,True
truecaller,pixel-noneu.truecaller.com,True
truecaller,pixel.truecaller.com,True
truecaller,placement-rules-noneu.truecaller.com,True
truecaller,premium-noneu.truecaller.com,True
truecaller,presence-grpc-noneu.truecaller.com,True
truecaller,presence-grpc.truecaller.com,True
truecaller,profile-view-asia-south1.truecaller.com,True
truecaller,profile-view.truecaller.com,True
truecaller,profile4-asia-south1.truecaller.com,True
truecaller,profile4.truecaller.com,True
truecaller,push-callerid-noneu.truecaller.com,True
truecaller,pushid-asia-south1.truecaller.com,True
truecaller,recommended-contacts-noneu.truecaller.com,True
truecaller,referrals-asia-south1.truecaller.com,True
truecaller,request3-asia-south1.truecaller.com,True
truecaller,request3-noneu.truecaller.com,True
truecaller,sdk-apps-noneu.truecaller.com,True
truecaller,sdk-otp-verification-noneu.truecaller.com,True
truecaller,search-external-features-asia-south1.truecaller.com,True
truecaller,search-external-features-noneu.truecaller.com,True
truecaller,search-warnings-asia-south1.truecaller.com,True
truecaller,search-warnings-noneu.truecaller.com,True
truecaller,search5-asia-south1.truecaller.com,True
truecaller,search5.truecaller.com,True
truecaller,stores-api-noneu.truecaller.com,True
truecaller,survey-asia-south1.truecaller.com,True
truecaller,survey-noneu.truecaller.com,True
truecaller,tagging5-asia-south1.truecaller.com,True
truecaller,telecom-operator-data-asia-south1.truecaller.com,True
truecaller,telecom-operator-data-noneu.truecaller.com,True
truecaller,telecom-operator-data.truecaller.com,True
truecaller,topspammers-asia-south1.truecaller.com,True
truecaller,truehelper-noneu.truecaller.com,True
truecaller,unlist5-asia-south1.truecaller.com,True
truecaller,unlist5-noneu.truecaller.com,True
truecaller,unlist5.truecaller.com,True
truecaller,unwanted-communication-extension-noneu.truecaller.com,True
truecaller,upload3-asia-south1.truecaller.com,True
truecaller,upload3-noneu.truecaller.com,True
truecaller,url-metadata-noneu.truecaller.com,True
truecaller,user-archive-asia-south1.truecaller.com,True
truecaller,valid-names-noneu.truecaller.com,True
truecaller,verification-noneu.truecaller.com,True
truecaller,video-callerid-noneu.truecaller.com,True
truecaller,voip-asia-south1.truecaller.com,True
truecaller,web-consent-noneu.truecaller.com,True
truecaller,web.truecaller.com,True
truecaller,webdirectory-noneu.truecaller.com,True
truecaller,webonboarding-noneu.truecaller.com,True
truecaller,www.truecaller.com,True
truecaller,account-onboarding-eu.truecaller.com,True
truecaller,ads-segment-profile-eu.truecaller.com,True
truecaller,apple-subscription-monitor-eu.truecaller.com,True
truecaller,comments-eu.truecaller.com,True
truecaller,company-profile-eu.truecaller.com,True
truecaller,contact-lists-eu.truecaller.com,True
truecaller,contact-request-stateless-eu.truecaller.com,True
truecaller,email-verification-eu.truecaller.com,True
truecaller,enterprise-auth-eu.truecaller.com,True
truecaller,insights-categorizer-eu.truecaller.com,True
truecaller,insights-registry-eu.truecaller.com,True
truecaller,messenger-eu.truecaller.com,True
truecaller,messenger-previews-eu.truecaller.com,True
truecaller,messenger-web-eu.truecaller.com,True
truecaller,messenger-web-relay-compat-eu.truecaller.com,True
truecaller,messenger-web-relay-eu.truecaller.com,True
truecaller,messenger-web-relay-europe-west4.truecaller.com,True
truecaller,otp-callback-eu.truecaller.com,True
truecaller,partner-account-eu.truecaller.com,True
truecaller,phone-gateway-eu.truecaller.com,True
truecaller,premium-eu.truecaller.com,True
truecaller,presence-grpc-eu.truecaller.com,True
truecaller,push-callerid-eu.truecaller.com,True
truecaller,request3-eu.truecaller.com,True
truecaller,search-warnings-eu.truecaller.com,True
truecaller,subscription-monitor-eu.truecaller.com,True
truecaller,survey-eu.truecaller.com,True
truecaller,truehelper-eu.truecaller.com,True
truecaller,unlist5-eu.truecaller.com,True
truecaller,unwanted-communication-extension-eu.truecaller.com,True
truecaller,valid-names-eu.truecaller.com,True
truecaller,verification-eu.truecaller.com,True
truecaller,video-callerid-eu.truecaller.com,True
truecaller,webdirectory-eu.truecaller.com,True
truecaller,webonboarding-eu.truecaller.com,True
